_id,created_at,entities.hashtags,geo,lang,place.country,place.full_name,place.name,user.location
6098016d546ac4e6bc973994,Sun May 09 15:33:59 +0000 2021,[],null,und,,,,h+s+s♥︎
6098016d546ac4e6bc973995,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,20 (they/he) white
6098016d546ac4e6bc973996,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,null
6098016d546ac4e6bc973997,Sun May 09 15:33:59 +0000 2021,[],null,es,,,,"Málaga, España"
6098016d546ac4e6bc973998,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,read carrd byf
6098016d546ac4e6bc973999,Sun May 09 15:33:59 +0000 2021,[],null,es,,,,Bogotá (COL)
6098016d546ac4e6bc97399a,Sun May 09 15:33:59 +0000 2021,[],null,pt,,,,null
6098016d546ac4e6bc97399b,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,null
6098016d546ac4e6bc97399c,Sun May 09 15:33:59 +0000 2021,[],null,und,,,,Olfen - Münsterland 
6098016e546ac4e6bc97399d,Sun May 09 15:33:59 +0000 2021,[],null,tr,,,,"Adana, Türkiye"
6098016e546ac4e6bc97399e,Sun May 09 15:33:59 +0000 2021,[],null,pt,,,,Belhell
6098016e546ac4e6bc97399f,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,null
6098016e546ac4e6bc9739a0,Sun May 09 15:33:59 +0000 2021,"[{""text"":""Annelergünü"",""indices"":[56,68]},{""text"":""pazar"",""indices"":[70,76]}]",null,tr,,,,MUSTAFA KEMAL ATATÜRK 🇹🇷
6098016e546ac4e6bc9739a1,Sun May 09 15:33:59 +0000 2021,[],null,da,,,,Region Syddanmark
6098016e546ac4e6bc9739a2,Sun May 09 15:33:59 +0000 2021,[],null,in,,,,read carrd byf. she-her.☆
6098016e546ac4e6bc9739a3,Sun May 09 15:33:59 +0000 2021,"[{""text"":""APPNews"",""indices"":[26,34]}]",null,en,,,,null
6098016e546ac4e6bc9739a4,Sun May 09 15:33:59 +0000 2021,"[{""text"":""krtsk"",""indices"":[43,49]},{""text"":""kurotsuki"",""indices"":[105,115]},{""text"":""haikyuufanart"",""indices"":[116,130]}]",null,en,,,,null
6098016e546ac4e6bc9739a5,Sun May 09 15:33:59 +0000 2021,[],null,pt,,,,ღ lonely ♡
6098016e546ac4e6bc9739a6,Sun May 09 15:33:59 +0000 2021,"[{""text"":""Dynamite"",""indices"":[11,20]},{""text"":""BestMusicVideo"",""indices"":[25,40]},{""text"":""iHeartAwards"",""indices"":[53,66]}]",null,en,,,,"Tamuín, San Luis Potosí"
6098016e546ac4e6bc9739a7,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,19
6098016e546ac4e6bc9739a8,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,"BLM, USA, Dead in Miami, Gay"
6098016e546ac4e6bc9739a9,Sun May 09 15:33:59 +0000 2021,[],null,en,,,,she/her. twenty.
6098016e546ac4e6bc9739aa,Sun May 09 15:33:59 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[98,106]},{""text"":""BestFanArmy"",""indices"":[111,123]}]",null,en,,,,null
6098016e546ac4e6bc9739ab,,,,,,,,
6098016e546ac4e6bc9739ac,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,𝑖𝑑𝑣 💌  —
6098016e546ac4e6bc9739ad,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,"Michigan, USA"
6098016e546ac4e6bc9739ae,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,España
6098016e546ac4e6bc9739af,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,null
6098016e546ac4e6bc9739b0,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,null
6098016e546ac4e6bc9739b1,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,null
6098016e546ac4e6bc9739b2,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,null
6098016f546ac4e6bc9739b3,Sun May 09 15:34:00 +0000 2021,[],null,und,,,,"EVERETT, Wa."
6098016f546ac4e6bc9739b4,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,España
6098016f546ac4e6bc9739b5,Sun May 09 15:34:00 +0000 2021,"[{""text"":""MothersDay"",""indices"":[24,35]}]",null,en,,,,USA
6098016f546ac4e6bc9739b6,Sun May 09 15:34:00 +0000 2021,[],null,in,,,,non bts shut up • ali • lucie
6098016f546ac4e6bc9739b7,Sun May 09 15:34:00 +0000 2021,[],null,fr,,,,"Pointe-Noire, Congo"
6098016f546ac4e6bc9739b8,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,USA
6098016f546ac4e6bc9739b9,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,null
6098016f546ac4e6bc9739ba,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,studio 6B | she/her | 20
6098016f546ac4e6bc9739bb,Sun May 09 15:34:00 +0000 2021,"[{""text"":""BTSArmy"",""indices"":[36,44]},{""text"":""BestFanArmy"",""indices"":[50,62]},{""text"":""iHeartAwards"",""indices"":[66,79]}]",null,en,,,,null
6098016f546ac4e6bc9739bc,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,null
6098016f546ac4e6bc9739bd,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,Riyadh
6098016f546ac4e6bc9739be,Sun May 09 15:34:00 +0000 2021,[],null,th,,,,ในใจพี่นัมจุน
6098016f546ac4e6bc9739bf,Sun May 09 15:34:00 +0000 2021,[],null,und,,,,"Rio de Janeiro, Brasil"
6098016f546ac4e6bc9739c0,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,Kenya
6098016f546ac4e6bc9739c1,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,Toronto
6098016f546ac4e6bc9739c2,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,"Denver, CO"
6098016f546ac4e6bc9739c3,Sun May 09 15:34:00 +0000 2021,"[{""text"":""BTSArmy"",""indices"":[54,62]},{""text"":""BestFanArmy"",""indices"":[68,80]},{""text"":""iHeartAwards"",""indices"":[84,97]}]",null,en,,,,null
6098016f546ac4e6bc9739c4,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,pontevedra-valga
6098016f546ac4e6bc9739c5,Sun May 09 15:34:00 +0000 2021,[],null,fr,,,,null
6098016f546ac4e6bc9739c6,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,"Florida, USA"
6098016f546ac4e6bc9739c7,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,null
60980170546ac4e6bc9739c8,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,null
60980170546ac4e6bc9739c9,Sun May 09 15:34:00 +0000 2021,[],null,ko,,,,null
60980170546ac4e6bc9739ca,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,he/him
60980170546ac4e6bc9739cb,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,atrás tuyo
60980170546ac4e6bc9739cc,Sun May 09 15:34:00 +0000 2021,[],null,ja,,,,null
60980170546ac4e6bc9739cd,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,Hope
60980170546ac4e6bc9739ce,Sun May 09 15:34:00 +0000 2021,"[{""text"":""SheikhJarrah"",""indices"":[49,62]},{""text"":""Israel"",""indices"":[103,110]}]",null,en,,,,MN
60980170546ac4e6bc9739cf,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,null
60980170546ac4e6bc9739d0,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,Satan City
60980170546ac4e6bc9739d1,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,,Do Comando vermelho 🙅🏾‍♀️🚩
60980170546ac4e6bc9739d2,Sun May 09 15:34:00 +0000 2021,[],null,tr,,,,"Mersin, Türkiye"
60980170546ac4e6bc9739d3,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,null
60980170546ac4e6bc9739d4,Sun May 09 15:34:00 +0000 2021,[],null,pt,,,, fan account
60980170546ac4e6bc9739d5,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,"Sauk Rapids, MN"
60980170546ac4e6bc9739d6,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,Tanta
60980170546ac4e6bc9739d7,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,Long way to go
60980170546ac4e6bc9739d8,Sun May 09 15:34:00 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[15,23]},{""text"":""BestFanArmy"",""indices"":[28,40]},{""text"":""iHeartAwards"",""indices"":[48,61]}]",null,en,,,,Ohio
60980170546ac4e6bc9739d9,Sun May 09 15:34:00 +0000 2021,"[{""text"":""HowYouLikeThat"",""indices"":[69,84]},{""text"":""BestMusicVideo"",""indices"":[89,104]},{""text"":""iHeartAwards︎"",""indices"":[108,122]}]",null,en,,,,null
60980170546ac4e6bc9739da,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,"New Jersey, USA"
60980170546ac4e6bc9739db,Sun May 09 15:34:00 +0000 2021,[],null,en,,,,—`뷔슈||ᴛᴇᴛᴇ sᴇᴏᴋᴊɪɴ ʏᴏᴏɴɢɪ
60980170546ac4e6bc9739dc,Sun May 09 15:34:00 +0000 2021,[],null,es,,,,"Callao, Peru"
60980170546ac4e6bc9739dd,Sun May 09 15:34:00 +0000 2021,[],null,ht,,,,null
60980171546ac4e6bc9739de,,,,,,,,
60980171546ac4e6bc9739df,Sun May 09 15:34:01 +0000 2021,[],null,pl,,,,"Rzeszów, Polska"
60980171546ac4e6bc9739e0,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,+63 | HE/HIM
60980171546ac4e6bc9739e1,Sun May 09 15:34:01 +0000 2021,[],null,es,,,,null
60980171546ac4e6bc9739e2,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,"San Francisco, CA"
60980171546ac4e6bc9739e3,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,null
60980171546ac4e6bc9739e4,Sun May 09 15:34:01 +0000 2021,[],null,fr,,,,France
60980171546ac4e6bc9739e5,Sun May 09 15:34:01 +0000 2021,[],null,tr,,,,"Kayseri, Türkiye"
60980171546ac4e6bc9739e6,Sun May 09 15:34:01 +0000 2021,"[{""text"":""PaytmCricketLeague"",""indices"":[98,117]}]",null,en,,,,null
60980171546ac4e6bc9739e7,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,null
60980171546ac4e6bc9739e8,Sun May 09 15:34:01 +0000 2021,"[{""text"":""Waiting_For_Chen"",""indices"":[65,82]},{""text"":""EXO"",""indices"":[84,88]},{""text"":""CHEN"",""indices"":[89,94]}]",null,en,,,,null
60980171546ac4e6bc9739e9,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,she/her - 21
60980171546ac4e6bc9739ea,Sun May 09 15:34:01 +0000 2021,[],null,es,,,,"Providencia, Santiago, #Chile "
60980171546ac4e6bc9739eb,Sun May 09 15:34:01 +0000 2021,"[{""text"":""SabíasQue"",""indices"":[21,31]}]",null,es,,,,null
60980171546ac4e6bc9739ec,Sun May 09 15:34:01 +0000 2021,[],null,sl,,,,Slovenia
60980171546ac4e6bc9739ed,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,null
60980171546ac4e6bc9739ee,Sun May 09 15:34:01 +0000 2021,[],null,es,,,,"Villaviciosa de Odón, España"
60980171546ac4e6bc9739ef,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,"Kenosha, WI"
60980171546ac4e6bc9739f0,Sun May 09 15:34:01 +0000 2021,[],null,ru,,,,"Москва, Россия"
60980171546ac4e6bc9739f1,Sun May 09 15:34:01 +0000 2021,"[{""text"":""Louies"",""indices"":[90,97]},{""text"":""BestFanArmy"",""indices"":[102,114]},{""text"":""iHeartAwards"",""indices"":[118,131]}]",null,pt,,,,null
60980172546ac4e6bc9739f2,Sun May 09 15:34:01 +0000 2021,[],null,ja,,,,人類と繋がらないᴵᵐᵃᵍⁱⁿᵉ ᵈᵒʳᵃᵍᵒⁿˢ ᵇᵒᵗ
60980172546ac4e6bc9739f3,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,Contagem / MG
60980172546ac4e6bc9739f4,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,pfp credit: @clingymellohii
60980172546ac4e6bc9739f5,Sun May 09 15:34:01 +0000 2021,[],null,ca,,,,I N D E P E N D E N C I A !
60980172546ac4e6bc9739f6,Sun May 09 15:34:01 +0000 2021,[],null,tr,,,,null
60980172546ac4e6bc9739f7,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,her/she
60980172546ac4e6bc9739f8,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,"New York, NY"
60980172546ac4e6bc9739f9,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,I love my boyfriend very much♡
60980172546ac4e6bc9739fa,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,"niki's bestie and ficwriter "
60980172546ac4e6bc9739fb,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,he/him
60980172546ac4e6bc9739fc,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,null
60980172546ac4e6bc9739fd,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,null
60980172546ac4e6bc9739fe,Sun May 09 15:34:01 +0000 2021,"[{""text"":""COVID19"",""indices"":[60,68]},{""text"":""vaccines"",""indices"":[70,79]}]",null,en,,,,India
60980172546ac4e6bc9739ff,Sun May 09 15:34:01 +0000 2021,[],null,fr,,,,"Biarritz, France"
60980172546ac4e6bc973a00,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,null
60980172546ac4e6bc973a01,Sun May 09 15:34:01 +0000 2021,[],null,fr,,,,"Kumanovë, Ilirida"
60980172546ac4e6bc973a02,Sun May 09 15:34:01 +0000 2021,"[{""text"":""SANPEDROSULA"",""indices"":[45,58]}]",null,es,,,,null
60980172546ac4e6bc973a03,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,s/h
60980172546ac4e6bc973a04,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,"Dobbs Ferry,New York"
60980172546ac4e6bc973a05,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,a pickle pot :(
60980173546ac4e6bc973a06,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,"New York, NY"
60980173546ac4e6bc973a07,Sun May 09 15:34:01 +0000 2021,[],null,tr,,,,null
60980173546ac4e6bc973a08,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,New York 
60980173546ac4e6bc973a09,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,somewhere in the earth
60980173546ac4e6bc973a0a,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,null
60980173546ac4e6bc973a0b,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,"Lille, France"
60980173546ac4e6bc973a0c,Sun May 09 15:34:01 +0000 2021,[],null,en,,,,Southern Ocean 
60980173546ac4e6bc973a0d,Sun May 09 15:34:01 +0000 2021,[],null,es,,,,I do it for them —
60980173546ac4e6bc973a0e,Sun May 09 15:34:01 +0000 2021,[],null,pt,,,,"Rio de Janeiro, Brasil"
60980173546ac4e6bc973a0f,Sun May 09 15:34:01 +0000 2021,[],null,eu,,,,"Recife, Brasil"
60980173546ac4e6bc973a10,Sun May 09 15:34:01 +0000 2021,[],null,th,,,,vm  km !!
60980173546ac4e6bc973a11,,,,,,,,
60980173546ac4e6bc973a12,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,"Araras, Brasil"
60980173546ac4e6bc973a13,Sun May 09 15:34:02 +0000 2021,"[{""text"":""Dynamite"",""indices"":[80,89]},{""text"":""BestMusicVideo"",""indices"":[93,108]},{""text"":""iHeartAwards"",""indices"":[113,126]}]",null,en,,,,"Mianwali, Pakistan"
60980173546ac4e6bc973a14,Sun May 09 15:34:02 +0000 2021,[],null,und,,,,#OleOut
60980173546ac4e6bc973a15,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,sao paulo brazil
60980173546ac4e6bc973a16,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,"Edmonton, Alberta"
60980173546ac4e6bc973a17,Sun May 09 15:34:02 +0000 2021,[],null,fr,,,,null
60980173546ac4e6bc973a18,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980173546ac4e6bc973a19,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980173546ac4e6bc973a1a,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980174546ac4e6bc973a1b,Sun May 09 15:34:02 +0000 2021,"[{""text"":""BuTopraklaraAşık"",""indices"":[20,37]}]",null,tr,,,,null
60980174546ac4e6bc973a1c,Sun May 09 15:34:02 +0000 2021,"[{""text"":""HowYouLikeThat"",""indices"":[88,103]},{""text"":""BestMusicVideo"",""indices"":[108,123]}]",null,und,,,,null
60980174546ac4e6bc973a1d,Sun May 09 15:34:02 +0000 2021,"[{""text"":""BTS_Butter"",""indices"":[127,138]}]",null,en,,,,null
60980174546ac4e6bc973a1e,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,null
60980174546ac4e6bc973a1f,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980174546ac4e6bc973a20,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,she/her • 16 • black 
60980174546ac4e6bc973a21,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,"Ile Ife, Osun state "
60980174546ac4e6bc973a22,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,035
60980174546ac4e6bc973a23,Sun May 09 15:34:02 +0000 2021,[],null,ja,,,,null
60980174546ac4e6bc973a24,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980174546ac4e6bc973a25,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,"Guadahortuna, España"
60980174546ac4e6bc973a26,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,minor (14)
60980174546ac4e6bc973a27,Sun May 09 15:34:02 +0000 2021,[],null,tr,,,,null
60980174546ac4e6bc973a28,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,"Corrientes, Argentina"
60980174546ac4e6bc973a29,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,BTS
60980174546ac4e6bc973a2a,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,Texas
60980174546ac4e6bc973a2b,Sun May 09 15:34:02 +0000 2021,[],null,fr,,,,She/her :)
60980174546ac4e6bc973a2c,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,Namek Planet 
60980174546ac4e6bc973a2d,Sun May 09 15:34:02 +0000 2021,[],null,in,,,,"Noida, India"
60980174546ac4e6bc973a2e,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,@iY00NB0Y^^
60980174546ac4e6bc973a2f,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,null
60980175546ac4e6bc973a30,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,"New Jersey, USA"
60980175546ac4e6bc973a31,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,カミサマ. . .イマナンジデスカ？𝗡𝗔𝗡𝗔𝗠𝗜 ♡︎ カレガザン 𝗟𝗢𝗩𝗘 𝗣𝗟𝗔𝗖𝗘 ギョシテイ 💭🐈 ルとワタシニイワイナ  a/dela/a 
60980175546ac4e6bc973a32,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,🍑♡ : ⭐️&🦋
60980175546ac4e6bc973a33,Sun May 09 15:34:02 +0000 2021,[],null,ja,,,,null
60980175546ac4e6bc973a34,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,"Campanário, Diadema"
60980175546ac4e6bc973a35,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,null
60980175546ac4e6bc973a36,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,"Oklahoma City, OK"
60980175546ac4e6bc973a37,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,null
60980175546ac4e6bc973a38,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,"Quetta, Balochistan "
60980175546ac4e6bc973a39,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,Deep Down The Rabbit Hole
60980175546ac4e6bc973a3a,Sun May 09 15:34:02 +0000 2021,"[{""text"":""ButterTeaser1"",""indices"":[0,14]}]",null,tr,,,,Azerbaijan
60980175546ac4e6bc973a3b,Sun May 09 15:34:02 +0000 2021,"[{""text"":""iHeartAwards"",""indices"":[36,49]},{""text"":""BestFanArmy"",""indices"":[50,62]},{""text"":""BTSARMY"",""indices"":[63,71]}]",null,en,,,,null
60980175546ac4e6bc973a3c,Sun May 09 15:34:02 +0000 2021,[],null,ja,,,,null
60980175546ac4e6bc973a3d,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,Hoy en Madrid :)
60980175546ac4e6bc973a3e,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,"Buenos Aires, Argentina"
60980175546ac4e6bc973a3f,Sun May 09 15:34:02 +0000 2021,[],null,en,,,,Eurovision’s 6 Time Host City
60980175546ac4e6bc973a40,Sun May 09 15:34:02 +0000 2021,[],null,pt,,,,   ৶  𝗯𝘁.  ҂  유  𝙩xt  ⸒  ❄
60980175546ac4e6bc973a41,Sun May 09 15:34:02 +0000 2021,[],null,fr,,,,Killyan🥰
60980175546ac4e6bc973a42,Sun May 09 15:34:02 +0000 2021,[],null,en,,,, 
60980175546ac4e6bc973a43,Sun May 09 15:34:02 +0000 2021,[],null,es,,,,"Avilés, España"
60980175546ac4e6bc973a44,,,,,,,,
60980175546ac4e6bc973a45,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,Bahamas
60980176546ac4e6bc973a46,Sun May 09 15:34:03 +0000 2021,[],null,pt,,,,Brasil
60980176546ac4e6bc973a47,Sun May 09 15:34:03 +0000 2021,"[{""text"":""NCT"",""indices"":[111,115]},{""text"":""NCT127"",""indices"":[116,123]},{""text"":""제님스포츠"",""indices"":[125,131]}]",null,ko,,,,🤍she/they 17 🤍
60980176546ac4e6bc973a48,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980176546ac4e6bc973a49,Sun May 09 15:34:03 +0000 2021,[],null,fr,,,,"Villejuif, France"
60980176546ac4e6bc973a4a,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,España
60980176546ac4e6bc973a4b,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,lagos
60980176546ac4e6bc973a4c,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,"Buenos Aires, Argentina"
60980176546ac4e6bc973a4d,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,"Tokyo-to, Japan"
60980176546ac4e6bc973a4e,Sun May 09 15:34:03 +0000 2021,"[{""text"":""Dynamite"",""indices"":[39,48]},{""text"":""BestMusicVideo"",""indices"":[65,80]},{""text"":""iHeartAwards"",""indices"":[93,106]}]",null,und,,,,null
60980176546ac4e6bc973a4f,Sun May 09 15:34:03 +0000 2021,"[{""text"":""BTS_Butter"",""indices"":[51,62]},{""text"":""ButterTeaser1"",""indices"":[63,77]},{""text"":""Dynamite"",""indices"":[85,94]},{""text"":""BestMusicVideo"",""indices"":[99,114]}]",null,und,,,,null
60980176546ac4e6bc973a50,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980176546ac4e6bc973a51,Sun May 09 15:34:03 +0000 2021,"[{""text"":""dynamite"",""indices"":[13,22]},{""text"":""BestMusicVideo"",""indices"":[27,42]},{""text"":""iHeartAwards︎"",""indices"":[46,60]}]",null,en,,,,null
60980176546ac4e6bc973a52,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980176546ac4e6bc973a53,Sun May 09 15:34:03 +0000 2021,[],null,pt,,,,"Recife, Brasil"
60980176546ac4e6bc973a54,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980176546ac4e6bc973a55,Sun May 09 15:34:03 +0000 2021,"[{""text"":""Dynamite"",""indices"":[24,33]},{""text"":""BestMusicVideo"",""indices"":[38,53]},{""text"":""iHeartAwards"",""indices"":[61,74]}]",null,en,,,,"Manila, Philippines"
60980176546ac4e6bc973a56,Sun May 09 15:34:03 +0000 2021,[],null,pt,,,,"São Paulo, Brasil "
60980176546ac4e6bc973a57,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,null
60980176546ac4e6bc973a58,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,"Langley Falls, Virginia"
60980176546ac4e6bc973a59,Sun May 09 15:34:03 +0000 2021,[],null,pt,,,,"Recife, Brasil"
60980176546ac4e6bc973a5a,Sun May 09 15:34:03 +0000 2021,[],null,fr,,,,null
60980176546ac4e6bc973a5b,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,Inside a Haboob🌪
60980177546ac4e6bc973a5c,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,Pansexual☆Mexican☆she/her
60980177546ac4e6bc973a5d,Sun May 09 15:34:03 +0000 2021,[],null,ja,,,,審神者・騎空士・マスター・ヒカセン（5.4履修済）
60980177546ac4e6bc973a5e,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,Right next to you
60980177546ac4e6bc973a5f,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,null
60980177546ac4e6bc973a60,Sun May 09 15:34:03 +0000 2021,[],null,th,,,,null
60980177546ac4e6bc973a61,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,London
60980177546ac4e6bc973a62,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,Minga Guazu - Alto Parana
60980177546ac4e6bc973a63,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,Coatzacoalcos
60980177546ac4e6bc973a64,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980177546ac4e6bc973a65,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,"Lima, Peru"
60980177546ac4e6bc973a66,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,NOTIFICATION FILTRED 
60980177546ac4e6bc973a67,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,Toryville
60980177546ac4e6bc973a68,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,she/her
60980177546ac4e6bc973a69,Sun May 09 15:34:03 +0000 2021,"[{""text"":""BTS_Butter"",""indices"":[127,138]}]",null,en,,,,null
60980177546ac4e6bc973a6a,Sun May 09 15:34:03 +0000 2021,[],null,pt,,,,null
60980177546ac4e6bc973a6b,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
60980177546ac4e6bc973a6c,Sun May 09 15:34:03 +0000 2021,[],null,fr,,,,"Paris, France"
60980177546ac4e6bc973a6d,Sun May 09 15:34:03 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[57,65]},{""text"":""BestFanArmy"",""indices"":[71,83]},{""text"":""iHeartAwards"",""indices"":[87,100]}]",null,ko,,,,"Greater Vancouver, British Columbia"
60980177546ac4e6bc973a6e,Sun May 09 15:34:03 +0000 2021,[],null,es,,,,"Barranquilla, Colombia"
60980177546ac4e6bc973a6f,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,she/her - 17 - black
60980178546ac4e6bc973a70,Sun May 09 15:34:03 +0000 2021,[],null,vi,,,,null
60980178546ac4e6bc973a71,Sun May 09 15:34:03 +0000 2021,[],null,tl,,,,"그런 말도 난 못해 이제 좋은 일
만 있을 거란 말 더"
60980178546ac4e6bc973a72,Sun May 09 15:34:03 +0000 2021,[],null,tr,,,,"Çorum, Türkiye"
60980178546ac4e6bc973a73,Sun May 09 15:34:03 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[7,15]},{""text"":""BestFanArmy"",""indices"":[20,32]},{""text"":""iHeartAwards"",""indices"":[36,49]}]",null,en,,,,"Cincinnati, OH"
60980178546ac4e6bc973a74,Sun May 09 15:34:03 +0000 2021,[],null,en,,,,null
